"CallFailure","Complains","SubscriptionLength","ChargeAmount","SecondsofUse","Frequencyofuse","FrequencyofSMS","DistinctCalledNumbers","AgeGroup","TariffPlan","Status","Age","CustomerValue","Churn"
0.342887859440808,"No Complains",0.755380511323651,0.709499915835909,1.57227229284425,1.443374327773,-0.560721671837594,1.36695141550807,"45-60","Pay as you go","active",45,-0.294006813768229,"non-CHURN"
-0.76938537346391,"No Complains",0.755380511323651,-0.616864911987897,-1.16364073403907,-1.40073521641355,-0.389385427334371,-0.952843879355397,"15-30","Pay as you go","non-active",25,-0.720252569537364,"non-CHURN"
-0.76938537346391,"No Complains",-2.72286122778671,0.0463175019240059,0.242343318321896,-0.315983450573413,1.43755209594527,-0.774398087442823,"30-45","Pay as you go","active",30,1.09800611477711,"non-CHURN"
2.42840017113715,"No Complains",-1.56344731474993,2.03586474365972,0.858893634859857,1.42110408555969,0.746598856728353,2.14021651379589,"15-30","contractual","active",25,0.725068823199342,"non-CHURN"
1.8722635546848,"No Complains",-1.6793887060536,0.0463175019240059,0.720841613424363,1.23757503114291,0.252434437778146,1.01005983168292,"<15","contractual","active",15,0.446839943564758,"non-CHURN"
3.1235709417026,"Complains",0.87132190262733,-0.616864911987897,-0.746921757327291,0.0637685387377042,-0.120770569141087,-0.179578781067575,"30-45","Pay as you go","non-active",30,-0.562701159981185,"CHURN"
0.481922013553898,"No Complains",-0.635916184320495,-0.616864911987897,-1.03761615288583,-0.686767813813878,-0.532917626977573,-0.952843879355397,"15-30","Pay as you go","non-active",25,-0.754038401024329,"non-CHURN"
-0.76938537346391,"No Complains",-0.404033401713137,-0.616864911987897,-0.868961245612361,-0.89877631678778,-0.10550624253714,-0.893361948717872,"45-60","Pay as you go","non-active",45,-0.700093014559852,"non-CHURN"
-0.49131706523773,"No Complains",-0.17215061910578,-0.616864911987897,-0.192827423655523,-0.16731219060215,1.13942183640085,-0.0606149197925253,"15-30","Pay as you go","active",25,0.792119367949822,"non-CHURN"
-1.04745368169009,"No Complains",-0.288092010409458,-0.616864911987897,-1.88849346919435,-2.08642382495804,-1.07473040534726,-1.36921739381807,"30-45","Pay as you go","active",30,-0.90385989026601,"non-CHURN"
-0.35228291112464,"No Complains",0.0597321635015781,0.0463175019240059,0.807976503110952,0.712888197330286,-0.389385427334371,-0.0606149197925253,"60-75","Pay as you go","active",55,-0.651117551893087,"non-CHURN"
-0.0742146028984611,"Complains",0.407556337412614,-0.616864911987897,-0.442002031469874,-0.293989559152887,-0.10550624253714,0.474722455945198,"30-45","Pay as you go","active",30,-0.497464878675306,"CHURN"
-0.908419527576999,"No Complains",0.407556337412614,-0.616864911987897,0.520942819407861,0.554441855142688,-1.07473040534726,-0.774398087442823,"15-30","Pay as you go","active",25,-0.408623871914667,"non-CHURN"
0.899024475893167,"No Complains",-0.17215061910578,4.02541198539542,1.31947038518729,0.401659123924711,-1.07473040534726,0.712650178495297,"45-60","Pay as you go","active",45,-0.419943717768483,"non-CHURN"
-0.63035121935082,"No Complains",-2.83880261909039,0.0463175019240059,0.33846558313405,-0.20858823333731,1.44338783551855,-0.893361948717872,"30-45","Pay as you go","active",30,1.13737949165994,"non-CHURN"
-0.0742146028984611,"No Complains",0.987263293931009,-0.616864911987897,-0.807415175233394,-0.659049162329736,0.160792824456348,-0.536470364892724,"30-45","Pay as you go","non-active",30,-0.41315953052617,"non-CHURN"
-0.63035121935082,"No Complains",0.639439120019972,-0.616864911987897,-0.315274134595817,0.0454686964684537,-0.832424364644732,0.593686317220247,"<15","Pay as you go","active",15,-0.622446399265903,"non-CHURN"
0.481922013553898,"No Complains",1.33508746784205,0.0463175019240059,0.639301690162903,0.782017422136687,-0.271092183900385,-0.298542642342624,"30-45","Pay as you go","active",30,-0.248949388114805,"non-CHURN"
1.17709278411935,"No Complains",0.175673554805257,4.02541198539542,1.34835708586396,0.524600607017142,-1.07473040534726,1.01005983168292,"45-60","Pay as you go","active",45,-0.410872400545476,"non-CHURN"
1.31612693823244,"No Complains",-1.6793887060536,0.709499915835909,1.22174288284676,1.7004152884153,0.738521968761879,1.36695141550807,"60-75","Pay as you go","active",55,-0.303531696852386,"non-CHURN"
0.481922013553898,"No Complains",-1.09968174953521,-0.616864911987897,-1.0106924874229,-0.803617901364425,-0.621417311819977,-1.1907716019055,"15-30","Pay as you go","non-active",25,-0.776533337669891,"non-CHURN"
